quoted_at,outward_code,representative_postcode,address1,destination_label,service_window,pickup_after,deliver_before,requested_vehicle,requested_vehicle_type,quote_status,http_status,price_net,price_gross,returned_vehicle_type,pickup_eta,delivery_eta,min_realistic_time,error
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,pushbike,10,ok,200,8.12 GBP,9.74 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:08:47+01:00,33,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,motorcycle,20,ok,200,9.99 GBP,11.99 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:09:45+01:00,38,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:08:47+01:00,33,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:09:45+01:00,38,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:08:47+01:00,33,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:09:45+01:00,38,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:08:47+01:00,33,
2026-05-05T04:33:27+00:00,W1,W1B 2EL,235 Regent Street,Apple Regent Street,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:09:45+01:00,38,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,7.81 GBP,9.37 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,7.81 GBP,9.37 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.81 GBP,9.37 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,pushbike,10,ok,200,10.40 GBP,12.48 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,motorcycle,20,ok,200,11.94 GBP,14.33 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,pushbike,10,ok,200,10.40 GBP,12.48 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,motorcycle,20,ok,200,11.94 GBP,14.33 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,pushbike,10,ok,200,10.40 GBP,12.48 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,motorcycle,20,ok,200,11.94 GBP,14.33 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,motorcycle,20,ok,200,13.94 GBP,16.73 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,motorcycle,20,ok,200,13.94 GBP,16.73 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:17:21+01:00,45,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:17:41+01:00,42,
2026-05-05T04:33:27+00:00,SW1,SW1A 1AA,Buckingham Palace,Buckingham Palace,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,motorcycle,20,ok,200,13.94 GBP,16.73 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:17:21+01:00,45,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,7.12 GBP,8.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,7.46 GBP,8.95 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,pushbike,10,ok,200,10.26 GBP,12.31 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,motorcycle,20,ok,200,11.41 GBP,13.69 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,pushbike,10,ok,200,10.26 GBP,12.31 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,motorcycle,20,ok,200,11.41 GBP,13.69 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,pushbike,10,ok,200,10.26 GBP,12.31 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,motorcycle,20,ok,200,11.41 GBP,13.69 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:16:22+01:00,44,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,pushbike,10,ok,200,12.97 GBP,15.56 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:16:56+01:00,41,
2026-05-05T04:33:27+00:00,NW1,NW1 2DB,96 Euston Road,The British Library,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,motorcycle,20,ok,200,13.58 GBP,16.30 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:16:22+01:00,44,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,pushbike,10,ok,200,9.40 GBP,11.28 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_9_12,2026-05-05T09:00:00+01:00,2026-05-05T12:00:00+01:00,motorcycle,20,ok,200,11.69 GBP,14.03 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,pushbike,10,ok,200,9.40 GBP,11.28 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_12_15,2026-05-05T12:00:00+01:00,2026-05-05T15:00:00+01:00,motorcycle,20,ok,200,11.69 GBP,14.03 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,pushbike,10,ok,200,9.40 GBP,11.28 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,three_hour_15_18,2026-05-05T15:00:00+01:00,2026-05-05T18:00:00+01:00,motorcycle,20,ok,200,11.69 GBP,14.03 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,pushbike,10,ok,200,14.58 GBP,17.50 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_9_11,2026-05-05T09:00:00+01:00,2026-05-05T11:00:00+01:00,motorcycle,20,ok,200,18.28 GBP,21.94 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,pushbike,10,ok,200,14.58 GBP,17.50 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_12_14,2026-05-05T12:00:00+01:00,2026-05-05T14:00:00+01:00,motorcycle,20,ok,200,18.28 GBP,21.94 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,pushbike,10,ok,200,14.58 GBP,17.50 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,two_hour_15_17,2026-05-05T15:00:00+01:00,2026-05-05T17:00:00+01:00,motorcycle,20,ok,200,18.28 GBP,21.94 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,pushbike,10,ok,200,17.12 GBP,20.54 GBP,10,2026-05-05T09:00:00+01:00,2026-05-05T09:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_9_10,2026-05-05T09:00:00+01:00,2026-05-05T10:00:00+01:00,motorcycle,20,ok,200,20.66 GBP,24.79 GBP,20,2026-05-05T09:00:00+01:00,2026-05-05T09:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,pushbike,10,ok,200,17.12 GBP,20.54 GBP,10,2026-05-05T12:00:00+01:00,2026-05-05T12:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_12_13,2026-05-05T12:00:00+01:00,2026-05-05T13:00:00+01:00,motorcycle,20,ok,200,20.66 GBP,24.79 GBP,20,2026-05-05T12:00:00+01:00,2026-05-05T12:26:00+01:00,54,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,pushbike,10,ok,200,17.12 GBP,20.54 GBP,10,2026-05-05T15:00:00+01:00,2026-05-05T15:27:29+01:00,51,
2026-05-05T04:33:27+00:00,E1,E1 7QX,77-82 Whitechapel High Street,Whitechapel Gallery,one_hour_15_16,2026-05-05T15:00:00+01:00,2026-05-05T16:00:00+01:00,motorcycle,20,ok,200,20.66 GBP,24.79 GBP,20,2026-05-05T15:00:00+01:00,2026-05-05T15:26:00+01:00,54,
